tid,pid,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,country,salary
15579,15579,27,Private,218785,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
15580,15580,17,Private,244602,12th,8,Never-married,Other-service,Own-child,White,Male,0,0,15,United-States,<=50K
15581,15581,44,State-gov,175696,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
15582,15582,26,Private,101027,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,<=50K
15583,15583,37,Private,99270,HS-grad,9,Never-married,Transport-moving,Other-relative,White,Female,0,0,40,United-States,<=50K
15584,15584,49,Private,224393,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
15585,15585,42,Private,192381,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
15586,15586,26,Private,131686,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
15587,15587,44,Private,277533,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
15588,15588,47,Private,72880,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
15589,15589,49,Private,209057,Some-college,10,Divorced,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
15590,15590,17,Private,108909,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K
15591,15591,42,Private,74949,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
15592,15592,30,Private,235639,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
15593,15593,36,State-gov,137421,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,37,Hong,<=50K
15594,15594,53,Private,122412,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
15595,15595,23,Private,434894,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,<=50K
15596,15596,35,Private,379959,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
15597,15597,32,Private,95885,11th,7,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,13550,0,60,United-States,>50K
15598,15598,39,Private,225330,Bachelors,13,Widowed,Prof-specialty,Unmarried,White,Female,0,0,50,Poland,>50K
15599,15599,40,Private,32627,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K
15600,15600,28,Private,65171,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
15601,15601,32,Private,193380,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
15602,15602,42,Private,184823,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
15603,15603,35,Private,81259,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,43,United-States,<=50K
15604,15604,35,Private,301369,12th,8,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50K
15605,15605,21,Private,190968,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
15606,15606,71,Private,196610,7th-8th,4,Widowed,Exec-managerial,Not-in-family,White,Male,6097,0,40,United-States,>50K
15607,15607,31,Private,330715,HS-grad,9,Separated,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
15608,15608,25,Local-gov,77698,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
15609,15609,35,Private,139770,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,6849,0,40,United-States,<=50K
15610,15610,24,Private,109053,HS-grad,9,Never-married,Other-service,Other-relative,White,Male,0,0,25,United-States,<=50K
15611,15611,69,Private,312653,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,25,United-States,<=50K
15612,15612,35,Private,331831,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
15613,15613,42,Private,54202,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,10520,0,50,United-States,>50K
15614,15614,51,Private,163948,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
15615,15615,48,Private,36228,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,44,United-States,<=50K
15616,15616,49,Private,160167,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
15617,15617,53,Private,178356,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,2407,0,99,United-States,<=50K
15618,15618,43,Private,104196,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
15619,15619,53,Private,288353,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
15620,15620,35,Private,187693,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
15621,15621,36,Private,114988,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
15622,15622,34,Local-gov,117392,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
15623,15623,48,Private,121124,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,>50K
15624,15624,53,Private,195638,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
15625,15625,37,Private,245053,Some-college,10,Divorced,Handlers-cleaners,Own-child,White,Male,0,1504,40,United-States,<=50K
15626,15626,49,State-gov,216734,Prof-school,15,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
15627,15627,41,Private,49156,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
15628,15628,25,Private,126133,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
15629,15629,24,Private,304463,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,65,United-States,<=50K
15630,15630,34,Private,214288,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
15631,15631,29,Private,274969,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Female,0,0,42,United-States,<=50K
15632,15632,23,Private,189072,Bachelors,13,Never-married,Tech-support,Not-in-family,Black,Female,0,0,45,United-States,<=50K
15633,15633,46,Private,128047,Some-college,10,Separated,Sales,Not-in-family,White,Male,0,0,42,United-States,<=50K
15634,15634,20,Private,210338,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,<=50K
15635,15635,63,Private,122442,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
15636,15636,40,Self-emp-not-inc,167081,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,3103,0,50,United-States,<=50K
15637,15637,33,Private,251421,Assoc-acdm,12,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K
15638,15638,24,Federal-gov,219519,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,<=50K
15639,15639,36,Private,33355,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,45,United-States,<=50K
15640,15640,25,Private,441210,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
15641,15641,54,Local-gov,178356,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
15642,15642,50,Self-emp-not-inc,231196,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K
15643,15643,58,State-gov,40925,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
15644,15644,17,Private,270587,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,20,England,<=50K
15645,15645,40,Private,219266,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,50,United-States,>50K
15646,15646,27,Private,114967,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
15647,15647,20,Private,344492,HS-grad,9,Separated,Sales,Own-child,White,Female,0,0,26,United-States,<=50K
15648,15648,22,Private,369387,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K
15649,15649,80,Self-emp-not-inc,101771,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,25,United-States,<=50K
15650,15650,52,Private,137428,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,45,United-States,<=50K
15651,15651,40,Federal-gov,121012,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,7298,0,48,United-States,>50K
15652,15652,48,Private,139290,10th,6,Separated,Machine-op-inspct,Own-child,White,Female,0,0,48,United-States,<=50K
15653,15653,62,Private,199193,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,25,United-States,<=50K
15654,15654,32,Private,286689,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,42,United-States,>50K
15655,15655,58,Federal-gov,208640,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
15656,15656,37,Self-emp-not-inc,120130,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
15657,15657,29,Self-emp-inc,241431,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,>50K
15658,15658,25,Private,120450,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
15659,15659,26,Private,152240,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
15660,15660,50,Private,200960,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
15661,15661,30,Federal-gov,314310,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
15662,15662,30,Local-gov,44566,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,80,United-States,<=50K
15663,15663,59,Private,21792,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,10,United-States,<=50K
15664,15664,36,Private,182074,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
15665,15665,37,Private,221850,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,Ecuador,>50K
15666,15666,42,Private,240628,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K
15667,15667,34,Private,318641,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,45,United-States,>50K
15668,15668,27,Self-emp-not-inc,140863,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
15669,15669,39,Private,129150,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,>50K
15670,15670,41,Private,143003,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,7298,0,60,India,>50K
15671,15671,34,Self-emp-not-inc,198664,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,15024,0,70,South,>50K
15672,15672,41,Private,244945,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
15673,15673,50,Private,138514,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
15674,15674,18,Private,92008,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Female,0,0,28,United-States,<=50K
15675,15675,23,Private,207415,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,15,United-States,<=50K
15676,15676,26,Private,188626,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,<=50K
15677,15677,38,Private,257250,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,7298,0,60,United-States,>50K
15678,15678,27,Private,133696,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,88,United-States,<=50K
15679,15679,21,Private,195919,10th,6,Never-married,Handlers-cleaners,Not-in-family,Other,Male,0,0,40,Dominican-Republic,<=50K
15680,15680,41,Private,119266,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
15681,15681,42,Self-emp-not-inc,140474,Assoc-acdm,12,Divorced,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,0,0,35,United-States,<=50K
15682,15682,25,Private,69739,10th,6,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
15683,15683,43,Private,293176,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
15684,15684,23,Private,217961,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,15,United-States,<=50K
15685,15685,40,Local-gov,163725,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,United-States,>50K
15686,15686,23,Private,419394,Some-college,10,Never-married,Sales,Own-child,Black,Male,0,0,9,United-States,<=50K
15687,15687,18,Private,220836,11th,7,Never-married,Other-service,Not-in-family,White,Female,0,0,20,United-States,<=50K
15688,15688,37,Private,334291,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
15689,15689,58,Private,298601,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,3781,0,40,United-States,<=50K
15690,15690,36,Private,200360,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
15691,15691,36,Private,203482,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
15692,15692,25,Private,99126,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,40,United-States,>50K
15693,15693,62,Private,109190,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,>50K
15694,15694,34,Private,34848,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,4064,0,40,United-States,<=50K
15695,15695,27,Private,29732,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,4865,0,36,United-States,<=50K
15696,15696,23,Private,87867,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,35,United-States,<=50K
15697,15697,55,Private,123515,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
15698,15698,42,Private,175935,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
15699,15699,22,Private,229456,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,0,0,38,United-States,<=50K
15700,15700,44,Private,184105,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,4386,0,40,United-States,>50K
15701,15701,42,Local-gov,99554,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
15702,15702,21,Private,190227,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Male,0,0,40,United-States,<=50K
15703,15703,25,Private,29020,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,45,United-States,<=50K
15704,15704,31,Private,306459,1st-4th,2,Separated,Handlers-cleaners,Unmarried,White,Male,0,0,35,Honduras,<=50K
15705,15705,42,Private,193995,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,38,United-States,<=50K
15706,15706,26,Private,105059,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States,<=50K
15707,15707,62,Private,71751,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,98,United-States,>50K
15708,15708,28,Private,176683,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,5178,0,50,United-States,>50K
15709,15709,34,Private,342709,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
15710,15710,51,Private,53838,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
15711,15711,45,Local-gov,209482,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,45,United-States,>50K
15712,15712,44,Private,214242,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K
15713,15713,35,Private,100375,Some-college,10,Married-spouse-absent,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
15714,15714,46,Private,149949,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
15715,15715,46,Private,189762,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Male,0,0,56,United-States,<=50K
15716,15716,46,Private,79874,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,53,United-States,>50K
15717,15717,66,Self-emp-not-inc,104576,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,8,United-States,>50K
15718,15718,34,State-gov,355700,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,20,United-States,<=50K
15719,15719,26,Private,213625,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
15720,15720,29,Private,204984,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
15721,15721,23,Private,217169,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
15722,15722,46,Private,184883,9th,5,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,<=50K
15723,15723,54,Private,57758,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,68,United-States,>50K
15724,15724,54,Self-emp-not-inc,30908,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K
15725,15725,71,Private,217971,9th,5,Widowed,Sales,Unmarried,White,Female,0,0,13,United-States,<=50K
15726,15726,51,Private,160703,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
15727,15727,32,Private,142675,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
15728,15728,57,Private,171242,11th,7,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,40,Canada,<=50K
15729,15729,34,Private,376979,9th,5,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
15730,15730,40,Private,175935,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,14084,0,40,United-States,>50K
15731,15731,21,Private,277530,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K
15732,15732,50,Private,104501,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
15733,15733,32,Private,94041,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male,0,0,44,Ireland,<=50K
15734,15734,37,Local-gov,593246,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,United-States,>50K
15735,15735,19,Private,121074,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,99,United-States,<=50K
15736,15736,64,Private,192596,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,30,United-States,<=50K
15737,15737,17,Private,142457,11th,7,Never-married,Other-service,Own-child,Black,Male,0,0,20,United-States,<=50K
15738,15738,37,Private,136028,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
15739,15739,32,Private,216145,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,4650,0,45,United-States,<=50K
15740,15740,20,Private,157894,Some-college,10,Never-married,Other-service,Own-child,Black,Male,0,0,20,United-States,<=50K
15741,15741,39,Self-emp-not-inc,164593,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,4787,0,40,United-States,>50K
15742,15742,18,Private,252993,12th,8,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,Columbia,<=50K
15743,15743,42,Private,145711,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,50,United-States,>50K
15744,15744,43,Private,358199,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,3103,0,40,United-States,>50K
15745,15745,42,Private,219591,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,55,United-States,>50K
15746,15746,53,Local-gov,205005,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,60,United-States,>50K
15747,15747,52,Private,221936,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
15748,15748,51,Private,120914,10th,6,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
15749,15749,77,Self-emp-inc,155761,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,8,United-States,<=50K
15750,15750,25,Private,195914,Some-college,10,Never-married,Sales,Own-child,Black,Female,3418,0,30,United-States,<=50K
15751,15751,38,Local-gov,236687,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
15752,15752,20,Private,318036,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
15753,15753,23,Private,53306,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,30,United-States,<=50K
15754,15754,27,Private,174645,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
15755,15755,19,Private,321817,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
15756,15756,41,Private,206948,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
15757,15757,47,Federal-gov,402975,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,<=50K
15758,15758,42,Private,367049,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,4650,0,40,United-States,<=50K
15759,15759,36,Private,143486,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
15760,15760,42,Self-emp-inc,27187,Masters,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,>50K
15761,15761,24,Private,187717,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
15762,15762,22,Private,378104,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
15763,15763,42,Private,252518,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,>50K
15764,15764,24,Private,326334,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,20,United-States,<=50K
15765,15765,41,Private,279914,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,>50K
15766,15766,29,Private,320451,HS-grad,9,Never-married,Protective-serv,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
15767,15767,36,Private,207853,HS-grad,9,Divorced,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
15768,15768,78,Self-emp-inc,237294,HS-grad,9,Widowed,Sales,Not-in-family,White,Male,0,0,45,United-States,>50K
15769,15769,43,Private,112181,Assoc-voc,11,Married-civ-spouse,Tech-support,Wife,White,Female,0,1902,32,United-States,>50K
15770,15770,34,State-gov,259705,Some-college,10,Separated,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K
15771,15771,24,Private,449432,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
15772,15772,36,Federal-gov,89083,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
15773,15773,49,Private,59612,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,44,United-States,<=50K
15774,15774,21,Private,129980,9th,5,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
15775,15775,51,Private,108233,Assoc-acdm,12,Separated,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K
15776,15776,30,Private,342709,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
15777,15777,37,Private,126675,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
15778,15778,30,Private,141118,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
15779,15779,46,Private,173243,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
15780,15780,24,Local-gov,161092,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
15781,15781,32,Private,209691,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,42,United-States,>50K
15782,15782,36,Private,89508,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K
15783,15783,30,Private,399522,11th,7,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Female,0,0,40,United-States,<=50K
15784,15784,60,State-gov,136939,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
15785,15785,56,Local-gov,264436,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
15786,15786,57,Private,199572,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
15787,15787,61,Federal-gov,28291,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
15788,15788,50,Private,215990,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
15789,15789,56,Self-emp-not-inc,179594,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,<=50K
15790,15790,61,Self-emp-inc,139391,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1902,35,United-States,>50K
15791,15791,45,Private,187370,Masters,14,Divorced,Exec-managerial,Unmarried,White,Male,7430,0,70,United-States,>50K
15792,15792,31,Private,473133,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,5178,0,40,United-States,>50K
15793,15793,60,Self-emp-not-inc,205246,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Black,Male,0,2559,50,United-States,>50K
15794,15794,26,Private,182308,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
15795,15795,56,Self-emp-not-inc,51662,11th,7,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K
15796,15796,45,Private,289468,11th,7,Widowed,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
15797,15797,28,Private,201954,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,65,United-States,>50K
15798,15798,45,Self-emp-not-inc,26781,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
15799,15799,58,Private,100960,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
15800,15800,38,Private,203761,Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,Female,2354,0,40,United-States,<=50K
15801,15801,23,Private,213811,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K
